text,label
Class engaging thi aur boring nahi thi according to me,positive
Teacher ne concept bahut clearly samjhaya aur thoda detail me hona chahiye tha,positive
Lecture normal tha kuch special nahi!!,neutral
Class boring thi. 😡,negative
Mujhe lecture bilkul samajh nahi aaya?!,negative
Lecture confusing tha.,negative
Class ka pace bahot fast tha!!,negative
Notes aur explanation dono helpful the but slides achi thi,positive
Teacher ne concept bahut clearly samjhaya,positive
Concept samajh aaya par pace fast tha...,neutral
Lecture normal tha kuch special nahi?? 😐,neutral
Class ka pace bahut fast tha,negative
Class average thi honestly,neutral
Sir ka teaching style bahut accha hai but thoda slow hona chahiye tha,positive
Teacher ne concept bahut clearly samjhaya!! 😕,positive
Discussion session kaafi useful tha but thoda aur practice chahiye,positive
Lecture theek tha but aur examples ho sakte the overall,neutral
Teacher ne topic properly explain nahi kiya?!,negative
Class ka pace bahut fast tha,negative
Lecture interesting tha aur samajh bhi aaya!! 😐,positive
Topic theek tha but aur clarity chahiye thi but slides achi thi,neutral
Class me interest nahi aaya,negative
Sir ka teaching style gud hai?! 😐,positive
Teacher ne concept bhot clearly samjhaya.,positive
Class ka environment bahut achha tha but thoda slow hona chahiye tha,positive
Concept samajh aaya par pace fast tha?!,neutral
Teacher ne topic properly explain nahi kiya.,negative
Lecture time waste jaisa laga honestly,negative
Class achaah thi par thodi borring bhi,neutral
Lecture theek tha but aur examples ho sakte the but thoda slow hona chahiye tha,neutral
Lecture interesting tha aur samajh bhi aaya,positive
Class achaah thi par thodi boring bhi.,neutral
Lecture theek tha but aur examples ho sakte the... 😡,neutral
Class achi thi par thodi boring bhi aur thoda detail me hona chahiye tha,neutral
Class ka environment acha tha.,positive
Class me interest nahi aaya aur thoda detail me hona chahiye tha,negative
Topic bahut poorly explain hua according to me,negative
Lecture normal tha kuch special nahi but thoda slow hona chahiye tha,neutral
Mujhe lecture bilkul samajh nahi aaya?!,negative
Topic bahut poorly explain hua aur thoda detail me hona chahiye tha,negative
Concept samajh aaya par pace fast tha...,neutral
Lecture normal tha kuch special nahi?! 😐,neutral
Aaj ka lecture bahut informative tha but examples ache the,positive
Aaj ka lecture bahut informative tha according to me,positive
Teacher ka explanation weak tha but slides achi thi,negative
Sir ka teaching style good hai??,positive
Class ka environment bahut achha tha but slides achi thi,positive
Teacher ne topic properly explain nahi kiya 🙂,negative
Lecture time waste jaisa laga but slides achi thi,negative
Examples clear nahi the but slides achi thi,negative
Lecture interesting tha aur samajh bhi aaya but slides achi thi,positive
Sir ka teaching style bahut accha hai but examples ache the,positive
Lecture confusing tha overall,negative
Teacher ne concept bahut clearly samjhaya overall,positive
Discussion session kaafi useful tha overall,positive
Aaj ka lecture bohut informative tha??,positive
Teacher ne topic properly explain nahi kiya but thoda aur practice chahiye,negative
Aaj ka lecture bhot informative tha?? 😡,positive
Lecture interesting tha aur samajh bhi aaya 🙂,positive
Sir ka teaching style goood hai.,positive
Class average thi!!,neutral
Content theek tha par delivery slow thi,neutral
Aaj ka lecture bahut informative tha honestly,positive
Class ka environment accha tha 😕,positive
Aaj ka lecture bahuut informative tha??,positive
Lecture normal tha kuch special nahi 😡,neutral
Mujhe lecture bilkul samajh nahi aaya according to me,negative
Class ka environment achaah tha!,positive
Topic bahut ache se cover kiya gaya,positive
Class ka pace bahut fast tha! 😡,negative
Kal ki class achaa thi?!,positive
Concept samajh aaya par pace fast tha honestly,neutral
Teacher ne topic properly explain nahi kiya,negative
Mujhe lecture bilkul samajh nahi aaya honestly,negative
Sir ka teaching style bahut accha hai overall,positive
Lecture confusing tha!!,negative
Class engaging thi aur boring nahi thi according to me,positive
Kal ki class acha thi 🙂,positive
Notes aur explanation dono helpful the honestly,positive
Teacher ne concept bhot clearly samjhaya?! 😐,positive
Lecture manageable tha but examples ache the,neutral
Class average thi,neutral
Class ka pace bahut fast tha but thoda slow hona chahiye tha,negative
Teacher ne concept bhot clearly samjhaya,positive
Lecture theek tha but aur examples ho sakte the... 😡,neutral
Lecture interesting tha aur samajh bhi aaya,positive
Class bohot boring thi aur thoda detail me hona chahiye tha,negative
Discussion session kaafi useful tha according to me,positive
Lecture time waste jaisa laga,negative
Concept samajh aaya par pace fast tha overall,neutral
Lecture theek tha but aur examples ho sakte the?!,neutral
Lecture normal tha kuch special nahi,neutral
Examples clear nahi the but examples ache the,negative
Lecture manageable tha but examples ache the,neutral
Discussion session kaafi useful tha but thoda aur practice chahiye,positive
Session okay tha aur thoda detail me hona chahiye tha,neutral
Mujhe lecture bilkul samajh nahi aaya...,negative
Kal ki class bohot achi thi aur thoda detail me hona chahiye tha,positive
Class achaa thi par thodi borinng bhi!!,neutral
Lecture normal tha kuch special nahi!,neutral
Lecture time waste jaisa laga but thoda slow hona chahiye tha,negative
Lecture normal tha kuch special nahi.,neutral
Lecture theek tha but aur examples ho sakte the!,neutral
Teacher ne topic properly explain nahi kiya!!,negative
Content theek tha par delivery slow thi,neutral
Lecture confusing tha.,negative
Class average thi!!,neutral
Lecture confusing tha!,negative
Lecture manageable tha but thoda slow hona chahiye tha,neutral
Lecture interesting tha aur samajh bhi aaya but thoda aur practice chahiye,positive
Sir ka teaching style good hai?? 😕,positive
Class achaah thi par thodi borin bhi.,neutral
Sir ka teaching style goood hai. 😕,positive
Aaj ka lecture bahot informative tha?!,positive
Class theek thi bas thoda lamba tha honestly,neutral
Teacher ne topic properly explain nahi kiya!!,negative
Concept samajh aaya par pace fast tha!,neutral
Lecture time waste jaisa laga but examples ache the,negative
Lecture confusing tha honestly,negative
Concept samajh aaya par pace fast tha,neutral
Notes aur explanation dono helpful the but thoda aur practice chahiye,positive
Class average thi honestly,neutral
Lecture time waste jaisa laga overall,negative
Teacher ka explanation weak tha according to me,negative
Class average thi??,neutral
Teacher ne concept bahot clearly samjhaya.,positive
Class average thi.,neutral
Class average thi overall,neutral
Class achaa thi par thodi borring bhi?!,neutral
Notes aur explanation dono helpful the according to me,positive
Class borin thi?!,negative
Class ka environment bahut achha tha aur thoda detail me hona chahiye tha,positive
Lecture confusing tha but thoda slow hona chahiye tha,negative
Class theek thi bas thoda lamba tha,neutral
Content theek tha par delivery slow thi but thoda slow hona chahiye tha,neutral
Mujhe lecture bilkul samajh nahi aaya but thoda aur practice chahiye,negative
Concept samajh aaya par pace fast tha aur thoda detail me hona chahiye tha,neutral
Discussion session kaafi useful tha but examples ache the,positive
Kal ki class achaa thi,positive
Class ka pace bohut fast tha??,negative
Notes aur explanation dono helpful the aur thoda detail me hona chahiye tha,positive
Lecture interesting tha aur samajh bhi aaya...,positive
Mujhe lecture bilkul samajh nahi aaya overall,negative
Class ka pace bahut fast tha according to me,negative
Teacher ka explanation weak tha but thoda aur practice chahiye,negative
Class boring thi...,negative
Concept samajh aaya par pace fast tha!!,neutral
Teacher ne concept bhot clearly samjhaya...,positive
Class ka pace bohut fast tha?!,negative
Content theek tha par delivery slow thi but slides achi thi,neutral
Teacher ne topic properly explain nahi kiya but examples ache the,negative
Class average thi honestly,neutral
Lecture interesting tha aur samajh bhi aaya...,positive
Class ka environment achaa tha!!,positive
Class ka pace bahut fast tha but slides achi thi,negative
Concept samajh aaya par pace fast tha honestly,neutral
Class ka pace bahot fast tha! 😡,negative
Teacher ne topic properly explain nahi kiya...,negative
Aaj ka lecture bahut informative tha but slides achi thi,positive
Kal ki class achaa thi!! 🙂,positive
Teacher ne concept bohut clearly samjhaya.,positive
Class average thi but examples ache the,neutral
Class borinng thi 😐,negative
Lecture interesting tha aur samajh bhi aaya but examples ache the,positive
Content theek tha par delivery slow thi but thoda aur practice chahiye,neutral
Lecture manageable tha overall,neutral
Class average thi!! 🙂,neutral
Class bohot boring thi but thoda aur practice chahiye,negative
Mujhe lecture bilkul samajh nahi aaya??,negative
Mujhe lecture bilkul samajh nahi aaya??,negative
Class theek thi bas thoda lamba tha but thoda aur practice chahiye,neutral
Lecture theek tha but aur examples ho sakte the. 😐,neutral
Mujhe lecture bilkul samajh nahi aaya??,negative
Lecture theek tha but aur examples ho sakte the!,neutral
Class acchaa thi par thodi borin bhi!,neutral
Mujhe lecture bilkul samajh nahi aaya!,negative
Class boring thi...,negative
Class ka environment acchaa tha.,positive
Class average thi according to me,neutral
Content theek tha par delivery slow thi overall,neutral
Lecture interesting tha aur samajh bhi aaya??,positive
Class achha thi par thodi boring bhi??,neutral
Lecture interesting tha aur samajh bhi aaya.,positive
Aaj ka lecture bahut informative tha,positive
Teacher ka explanation weak tha according to me,negative
Aaj ka lecture bhot informative tha?!,positive
Mujhe lecture bilkul samajh nahi aaya?!,negative
Sir ka teaching style good hai?!,positive
Kal ki class acchaa thi!,positive
Class ka environment achaa tha! 😡,positive
Lecture interesting tha aur samajh bhi aaya overall,positive
Teacher ne concept bahot clearly samjhaya,positive
Lecture time waste jaisa laga overall,negative
Class average thi,neutral
Teacher ne concept bohut clearly samjhaya,positive
Class ka environment acchaa tha... 😡,positive
Class average thi!,neutral
Sir ka teaching style gud hai?? 😡,positive
Class achi thi par thodi boring bhi overall,neutral
Class bohot boring thi but examples ache the,negative
Kal ki class achaah thi??,positive
Lecture interesting tha aur samajh bhi aaya,positive
Mujhe lecture bilkul samajh nahi aaya.,negative
Class ka pace bahut fast tha but thoda aur practice chahiye,negative
Lecture interesting tha aur samajh bhi aaya!,positive
Class theek thi bas thoda lamba tha but thoda aur practice chahiye,neutral
Topic bahut poorly explain hua honestly,negative
Lecture theek tha but aur examples ho sakte the but examples ache the,neutral
Class borring thi?!,negative
Class average thi! 😕,neutral
Kal ki class bohot achi thi but slides achi thi,positive
Topic bahut ache se cover kiya gaya but thoda aur practice chahiye,positive
Class ka environment achha tha?? 😕,positive
Topic theek tha but aur clarity chahiye thi,neutral
Lecture manageable tha but examples ache the,neutral
Sir ka teaching style gud hai,positive
Kal ki class achaah thi...,positive
Lecture time waste jaisa laga honestly,negative
Sir ka teaching style bahut accha hai but slides achi thi,positive
Aaj ka lecture bahut informative tha according to me,positive
Lecture theek tha but aur examples ho sakte the but thoda aur practice chahiye,neutral
Class ka environment acchaa tha,positive
Lecture theek tha but aur examples ho sakte the but thoda slow hona chahiye tha,neutral
Class ka environment achha tha??,positive
Teacher ne topic properly explain nahi kiya overall,negative
Lecture normal tha kuch special nahi.,neutral
Concept samajh aaya par pace fast tha?!,neutral
Session okay tha but thoda slow hona chahiye tha,neutral
Teacher ne concept bahot clearly samjhaya,positive
Kal ki class acchaa thi. 😐,positive
Class achaa thi par thodi boring bhi?! 😕,neutral
Topic bahut poorly explain hua according to me,negative
Lecture interesting tha aur samajh bhi aaya... 🙂,positive
Concept samajh aaya par pace fast tha.,neutral
Teacher ne topic properly explain nahi kiya??,negative
Class acha thi par thodi boring bhi??,neutral
Class bohot boring thi but slides achi thi,negative
Aaj ka lecture bahot informative tha!!,positive
Concept samajh aaya par pace fast tha... 😡,neutral
Lecture interesting tha aur samajh bhi aaya?!,positive
Class borinng thi.,negative
Lecture confusing tha!! 😐,negative
Topic bahut poorly explain hua overall,negative
Class average thi??,neutral
Class acchaa thi par thodi boring bhi...,neutral
Teacher ne topic properly explain nahi kiya honestly,negative
Class bohot boring thi,negative
Teacher ne concept bohut clearly samjhaya?!,positive
Class ka environment accha tha 😐,positive
Topic theek tha but aur clarity chahiye thi according to me,neutral
Class borring thi!!,negative
Concept samajh aaya par pace fast tha but slides achi thi,neutral
Teacher ne topic properly explain nahi kiya!!,negative
Teacher ne concept bahot clearly samjhaya.,positive
Class achaah thi par thodi boring bhi!,neutral
Teacher ne concept bahot clearly samjhaya!!,positive
Class borinng thi!,negative
Teacher ne topic properly explain nahi kiya according to me,negative
Content theek tha par delivery slow thi overall,neutral
Class me interest nahi aaya but thoda slow hona chahiye tha,negative
Class ka environment acha tha?!,positive
Class borin thi! 😕,negative
Lecture theek tha but aur examples ho sakte the,neutral
Lecture theek tha but aur examples ho sakte the!!,neutral
Class average thi according to me,neutral
Class average thi aur thoda detail me hona chahiye tha,neutral
Kal ki class acha thi?!,positive
Lecture interesting tha aur samajh bhi aaya,positive
Lecture normal tha kuch special nahi. 🙂,neutral
Kal ki class bohot achi thi but thoda slow hona chahiye tha,positive
Concept samajh aaya par pace fast tha!,neutral
Kal ki class achha thi...,positive
Mujhe lecture bilkul samajh nahi aaya!,negative
Topic theek tha but aur clarity chahiye thi but examples ache the,neutral
Concept samajh aaya par pace fast tha honestly,neutral
Aaj ka lecture bhot informative tha?!,positive
Teacher ne topic properly explain nahi kiya!,negative
Mujhe lecture bilkul samajh nahi aaya,negative
Topic theek tha but aur clarity chahiye thi honestly,neutral
Lecture normal tha kuch special nahi??,neutral
Class ka pace bhot fast tha??,negative
Concept samajh aaya par pace fast tha!! 😕,neutral
Class average thi! 😡,neutral
Class accha thi par thodi borring bhi??,neutral
Class achaah thi par thodi boring bhi?!,neutral
Teacher ne topic properly explain nahi kiya?! 😕,negative
Sir ka teaching style bahut accha hai honestly,positive
Class ka environment achha tha!,positive
Class acha thi par thodi borinng bhi! 😐,neutral
Teacher ka explanation weak tha,negative
Mujhe lecture bilkul samajh nahi aaya...,negative
Mujhe lecture bilkul samajh nahi aaya,negative
Kal ki class acchaa thi...,positive
Lecture time waste jaisa laga,negative
Class engaging thi aur boring nahi thi honestly,positive
Topic bahut ache se cover kiya gaya but slides achi thi,positive
Teacher ne concept bohot clearly samjhaya...,positive
Class theek thi bas thoda lamba tha but examples ache the,neutral
Class theek thi bas thoda lamba tha but examples ache the,neutral
Sir ka teaching style bahut accha hai honestly,positive
Teacher ne concept bohot clearly samjhaya...,positive
Lecture theek tha but aur examples ho sakte the but examples ache the,neutral
Lecture interesting tha aur samajh bhi aaya,positive
Lecture normal tha kuch special nahi but thoda slow hona chahiye tha,neutral
Lecture time waste jaisa laga but slides achi thi,negative
Class theek thi bas thoda lamba tha,neutral
Lecture confusing tha but thoda aur practice chahiye,negative
Class ka environment achha tha. 😐,positive
Class ka environment bahut achha tha but examples ache the,positive
Topic bahut ache se cover kiya gaya but examples ache the,positive
Class borin thi...,negative
Mujhe lecture bilkul samajh nahi aaya??,negative
Kal ki class acha thi!!,positive
Lecture normal tha kuch special nahi??,neutral
Class average thi honestly,neutral
Sir ka teaching style good hai.,positive
Examples clear nahi the but examples ache the,negative
Aaj ka lecture bahut informative tha aur thoda detail me hona chahiye tha,positive
Lecture confusing tha??,negative
Class borinng thi??,negative
Class ka pace bahuut fast tha?!,negative
Lecture theek tha but aur examples ho sakte the!!,neutral
Teacher ne topic properly explain nahi kiya but thoda slow hona chahiye tha,negative
Class ka environment achaah tha,positive
Topic bahut ache se cover kiya gaya but thoda aur practice chahiye,positive
Class boring thi!,negative
Class borring thi!!,negative
Class achi thi par thodi boring bhi,neutral
Topic theek tha but aur clarity chahiye thi aur thoda detail me hona chahiye tha,neutral
Mujhe lecture bilkul samajh nahi aaya honestly,negative
Lecture theek tha but aur examples ho sakte the!!,neutral
Class ka pace bahut fast tha??,negative
Class ka environment bahut achha tha but thoda aur practice chahiye,positive
Teacher ne topic properly explain nahi kiya,negative
Topic bahut poorly explain hua aur thoda detail me hona chahiye tha,negative
Kal ki class acha thi?!,positive
Teacher ne topic properly explain nahi kiya,negative
Class engaging thi aur boring nahi thi honestly,positive
Concept samajh aaya par pace fast tha,neutral
Kal ki class bohot achi thi but thoda aur practice chahiye,positive
Topic theek tha but aur clarity chahiye thi,neutral
Lecture normal tha kuch special nahi.,neutral
Class theek thi bas thoda lamba tha but examples ache the,neutral
Aaj ka lecture bahot informative tha.,positive
Sir ka teaching style bahut accha hai but thoda slow hona chahiye tha,positive
Teacher ne topic properly explain nahi kiya!! 😕,negative
Class achha thi par thodi borinng bhi...,neutral
Lecture normal tha kuch special nahi,neutral
Mujhe lecture bilkul samajh nahi aaya,negative
Class ka pace bahut fast tha overall,negative
Kal ki class accha thi?!,positive
Mujhe lecture bilkul samajh nahi aaya but slides achi thi,negative
Class ka environment bahut achha tha but thoda slow hona chahiye tha,positive
Lecture theek tha but aur examples ho sakte the?! 🙂,neutral
Topic bahut poorly explain hua but slides achi thi,negative
Class borinng thi??,negative
Class ka environment bahut achha tha aur thoda detail me hona chahiye tha,positive
Teacher ka explanation weak tha but examples ache the,negative
Discussion session kaafi useful tha but thoda slow hona chahiye tha,positive
Examples clear nahi the but thoda aur practice chahiye,negative
Lecture interesting tha aur samajh bhi aaya honestly,positive
Kal ki class achha thi!!,positive
Class average thi according to me,neutral
Notes aur explanation dono helpful the but examples ache the,positive
Lecture theek tha but aur examples ho sakte the,neutral
Lecture theek tha but aur examples ho sakte the!,neutral
Class acha thi par thodi boring bhi!,neutral
Lecture confusing tha but thoda slow hona chahiye tha,negative
Lecture normal tha kuch special nahi! 😕,neutral
Aaj ka lecture bohot informative tha?! 😕,positive
Mujhe lecture bilkul samajh nahi aaya...,negative
Class me interest nahi aaya,negative
Concept samajh aaya par pace fast tha but slides achi thi,neutral
Lecture confusing tha aur thoda detail me hona chahiye tha,negative
Aaj ka lecture bohut informative tha!,positive
Content theek tha par delivery slow thi aur thoda detail me hona chahiye tha,neutral
Class ka pace bhot fast tha,negative
Mujhe lecture bilkul samajh nahi aaya??,negative
Class achi thi par thodi boring bhi according to me,neutral
Teacher ne concept bahut clearly samjhaya...,positive
Class achaa thi par thodi borin bhi!,neutral
Examples clear nahi the but slides achi thi,negative
Class ka pace bahut fast tha but slides achi thi,negative
Mujhe lecture bilkul samajh nahi aaya?!,negative
Class average thi but thoda aur practice chahiye,neutral
Teacher ne topic properly explain nahi kiya?? 😕,negative
Lecture confusing tha!,negative
Aaj ka lecture bohot informative tha! 😡,positive
Concept samajh aaya par pace fast tha??,neutral
Session okay tha but thoda slow hona chahiye tha,neutral
Class average thi?! 😕,neutral
Class bohot boring thi but slides achi thi,negative
Kal ki class bohot achi thi but thoda slow hona chahiye tha,positive
Lecture normal tha kuch special nahi according to me,neutral
Kal ki class accha thi?! 🙂,positive
Mujhe lecture bilkul samajh nahi aaya aur thoda detail me hona chahiye tha,negative
Kal ki class bohot achi thi but thoda slow hona chahiye tha,positive
Teacher ne topic properly explain nahi kiya according to me,negative
Lecture confusing tha honestly,negative
Lecture theek tha but aur examples ho sakte the. 😕,neutral
Session okay tha honestly,neutral
Teacher ne topic properly explain nahi kiya...,negative
Teacher ne topic properly explain nahi kiya,negative
Class borring thi?!,negative
Class ka environment achaa tha,positive
Session okay tha but slides achi thi,neutral
Class theek thi bas thoda lamba tha,neutral
Class achi thi par thodi boring bhi,neutral
Teacher ne topic properly explain nahi kiya...,negative
Lecture theek tha but aur examples ho sakte the??,neutral
Notes aur explanation dono helpful the but examples ache the,positive
Lecture theek tha but aur examples ho sakte the but examples ache the,neutral
Aaj ka lecture bahut informative tha overall,positive
Notes aur explanation dono helpful the overall,positive
Teacher ne topic properly explain nahi kiya.,negative
Session okay tha but examples ache the,neutral
Lecture manageable tha but thoda slow hona chahiye tha,neutral
Lecture normal tha kuch special nahi...,neutral
Class average thi!!,neutral
Lecture confusing tha... 😡,negative
Aaj ka lecture bahut informative tha 😐,positive
Content theek tha par delivery slow thi according to me,neutral
Kal ki class acchaa thi.,positive
Class borin thi!!,negative
Mujhe lecture bilkul samajh nahi aaya?!,negative
Lecture confusing tha... 😐,negative
Lecture confusing tha,negative
Kal ki class bohot achi thi according to me,positive
Topic bahut poorly explain hua,negative
Class bohot boring thi but examples ache the,negative
Lecture theek tha but aur examples ho sakte the,neutral
Teacher ne topic properly explain nahi kiya but slides achi thi,negative
Class ka environment bahut achha tha honestly,positive
Aaj ka lecture bahot informative tha!! 😡,positive
Sir ka teaching style bahut accha hai but thoda slow hona chahiye tha,positive
Topic bahut poorly explain hua according to me,negative
Aaj ka lecture bahut informative tha honestly,positive
Sir ka teaching style bahut accha hai,positive
Class ka pace bahut fast tha! 😕,negative
Lecture theek tha but aur examples ho sakte the!,neutral
Class average thi but examples ache the,neutral
Topic bahut poorly explain hua,negative
Examples clear nahi the but examples ache the,negative
Topic bahut poorly explain hua but slides achi thi,negative
Aaj ka lecture bahut informative tha,positive
Sir ka teaching style bahut accha hai but slides achi thi,positive
Lecture confusing tha,negative
Class borinng thi...,negative
Lecture normal tha kuch special nahi,neutral
Teacher ne concept bahut clearly samjhaya but thoda slow hona chahiye tha,positive
Lecture normal tha kuch special nahi?? 😕,neutral
Session okay tha according to me,neutral
Lecture interesting tha aur samajh bhi aaya but examples ache the,positive
Class borin thi?! 🙂,negative
Aaj ka lecture bahuut informative tha,positive
Concept samajh aaya par pace fast tha,neutral
Sir ka teaching style good hai??,positive
Lecture confusing tha.,negative
Teacher ka explanation weak tha,negative
Class boring thi??,negative
Class achha thi par thodi boring bhi!,neutral
Aaj ka lecture bahut informative tha honestly,positive
Concept samajh aaya par pace fast tha,neutral
Class average thi according to me,neutral
Class boring thi,negative
Lecture manageable tha honestly,neutral
Lecture theek tha but aur examples ho sakte the,neutral
Class ka environment accha tha... 😐,positive
Lecture interesting tha aur samajh bhi aaya,positive
Aaj ka lecture bahut informative tha aur thoda detail me hona chahiye tha,positive
Mujhe lecture bilkul samajh nahi aaya!,negative
Sir ka teaching style bahut accha hai aur thoda detail me hona chahiye tha,positive
Mujhe lecture bilkul samajh nahi aaya??,negative
Lecture normal tha kuch special nahi aur thoda detail me hona chahiye tha,neutral
Content theek tha par delivery slow thi but thoda slow hona chahiye tha,neutral
Teacher ne concept bohot clearly samjhaya!!,positive
Discussion session kaafi useful tha overall,positive
Class borin thi!,negative
Aaj ka lecture bahot informative tha...,positive
Class achaah thi par thodi borring bhi. 🙂,neutral
Aaj ka lecture bahuut informative tha...,positive
Aaj ka lecture bhot informative tha!!,positive
Lecture interesting tha aur samajh bhi aaya.,positive
Class ka pace bahut fast tha but slides achi thi,negative
Class ka environment achha tha...,positive
Session okay tha overall,neutral
Kal ki class bohot achi thi but examples ache the,positive
Kal ki class bohot achi thi but thoda slow hona chahiye tha,positive
Topic theek tha but aur clarity chahiye thi but thoda aur practice chahiye,neutral
Kal ki class acha thi,positive
Class average thi!!,neutral
Teacher ne topic properly explain nahi kiya. 😕,negative
Class borring thi?!,negative
Concept samajh aaya par pace fast tha,neutral
Lecture normal tha kuch special nahi but examples ache the,neutral
Class ka environment bahut achha tha,positive
Lecture theek tha but aur examples ho sakte the!!,neutral
Aaj ka lecture bohut informative tha...,positive
Class engaging thi aur boring nahi thi but thoda aur practice chahiye,positive
Teacher ne concept bahut clearly samjhaya aur thoda detail me hona chahiye tha,positive
Lecture time waste jaisa laga but slides achi thi,negative
Class ka pace bohut fast tha!,negative
Lecture time waste jaisa laga aur thoda detail me hona chahiye tha,negative
Teacher ne concept bahot clearly samjhaya!!,positive
Kal ki class achaah thi??,positive
Mujhe lecture bilkul samajh nahi aaya,negative
Class achi thi par thodi boring bhi but examples ache the,neutral
Aaj ka lecture bohot informative tha!!,positive
Topic theek tha but aur clarity chahiye thi but slides achi thi,neutral
Examples clear nahi the according to me,negative
Teacher ne topic properly explain nahi kiya??,negative
Teacher ne concept bahut clearly samjhaya but thoda slow hona chahiye tha,positive
Class ka pace bahuut fast tha!! 😕,negative
Concept samajh aaya par pace fast tha.,neutral
Class average thi?!,neutral
Concept samajh aaya par pace fast tha aur thoda detail me hona chahiye tha,neutral
Teacher ne concept bahuut clearly samjhaya?! 🙂,positive
Class borinng thi...,negative
Class ka environment bahut achha tha but thoda slow hona chahiye tha,positive
Lecture normal tha kuch special nahi overall,neutral
Class ka environment achaa tha,positive
Lecture theek tha but aur examples ho sakte the...,neutral
Sir ka teaching style bahut accha hai overall,positive
Lecture confusing tha?!,negative
Class theek thi bas thoda lamba tha,neutral
Class average thi but thoda slow hona chahiye tha,neutral
Teacher ne concept bohut clearly samjhaya...,positive
Teacher ne topic properly explain nahi kiya??,negative
Teacher ne concept bahot clearly samjhaya?? 😕,positive
Class bohot boring thi but slides achi thi,negative
Mujhe lecture bilkul samajh nahi aaya...,negative
Lecture theek tha but aur examples ho sakte the but examples ache the,neutral
Teacher ne concept bhot clearly samjhaya,positive
Lecture confusing tha!,negative
Class ka environment acchaa tha,positive
Session okay tha but slides achi thi,neutral
Class average thi,neutral
Discussion session kaafi useful tha honestly,positive
Aaj ka lecture bahut informative tha,positive
Sir ka teaching style gud hai!,positive
Topic bahut poorly explain hua but thoda aur practice chahiye,negative
Lecture interesting tha aur samajh bhi aaya.,positive
Content theek tha par delivery slow thi honestly,neutral
Class ka environment achaa tha?!,positive
Class theek thi bas thoda lamba tha,neutral
Topic bahut poorly explain hua but slides achi thi,negative
Concept samajh aaya par pace fast tha but thoda aur practice chahiye,neutral
Lecture interesting tha aur samajh bhi aaya!!,positive
Class ka environment bahut achha tha overall,positive
Teacher ne topic properly explain nahi kiya...,negative
Class ka environment acchaa tha 😕,positive
Class acha thi par thodi boring bhi?!,neutral
Teacher ne topic properly explain nahi kiya... 🙂,negative
Lecture interesting tha aur samajh bhi aaya,positive
Lecture theek tha but aur examples ho sakte the,neutral
Class engaging thi aur boring nahi thi according to me,positive
Lecture normal tha kuch special nahi...,neutral
Lecture normal tha kuch special nahi according to me,neutral
Class ka environment bahut achha tha aur thoda detail me hona chahiye tha,positive
Class ka pace bahuut fast tha!,negative
Sir ka teaching style gud hai...,positive
Notes aur explanation dono helpful the according to me,positive
Class average thi?!,neutral
Lecture confusing tha! 😕,negative
Lecture theek tha but aur examples ho sakte the but examples ache the,neutral
Sir ka teaching style gud hai.,positive
Aaj ka lecture bahut informative tha,positive
Examples clear nahi the according to me,negative
Class average thi??,neutral
Class engaging thi aur boring nahi thi aur thoda detail me hona chahiye tha,positive
Lecture confusing tha??,negative
Aaj ka lecture bahut informative tha honestly,positive
Class average thi! 😐,neutral
Kal ki class acchaa thi??,positive
Mujhe lecture bilkul samajh nahi aaya!! 😕,negative
Class average thi.,neutral
Class average thi but thoda slow hona chahiye tha,neutral
Class bohot boring thi but thoda aur practice chahiye,negative
Lecture interesting tha aur samajh bhi aaya overall,positive
Class ka environment achha tha...,positive
Class achi thi par thodi boring bhi but thoda slow hona chahiye tha,neutral
Sir ka teaching style bahut accha hai but slides achi thi,positive
Class engaging thi aur boring nahi thi but slides achi thi,positive
Class engaging thi aur boring nahi thi aur thoda detail me hona chahiye tha,positive
Class me interest nahi aaya overall,negative
Lecture interesting tha aur samajh bhi aaya according to me,positive
Class acha thi par thodi borin bhi... 😡,neutral
Lecture confusing tha!,negative
Teacher ne topic properly explain nahi kiya honestly,negative
Class ka environment achha tha.,positive
Aaj ka lecture bahuut informative tha!!,positive
Lecture confusing tha,negative
Notes aur explanation dono helpful the honestly,positive
Class engaging thi aur boring nahi thi,positive
Aaj ka lecture bahot informative tha!!,positive
Content theek tha par delivery slow thi according to me,neutral
Lecture interesting tha aur samajh bhi aaya but slides achi thi,positive
Discussion session kaafi useful tha but thoda aur practice chahiye,positive
Concept samajh aaya par pace fast tha but thoda slow hona chahiye tha,neutral
Lecture theek tha but aur examples ho sakte the but thoda aur practice chahiye,neutral
Teacher ne topic properly explain nahi kiya!,negative
Sir ka teaching style bahut accha hai but thoda slow hona chahiye tha,positive
Lecture confusing tha?!,negative
Lecture theek tha but aur examples ho sakte the overall,neutral
Lecture theek tha but aur examples ho sakte the?! 😕,neutral
Discussion session kaafi useful tha aur thoda detail me hona chahiye tha,positive
Lecture normal tha kuch special nahi according to me,neutral
Lecture confusing tha but thoda aur practice chahiye,negative
Mujhe lecture bilkul samajh nahi aaya!,negative
Kal ki class acchaa thi!,positive
Lecture interesting tha aur samajh bhi aaya overall,positive
Session okay tha but examples ache the,neutral
Class borin thi.,negative
Topic bahut ache se cover kiya gaya honestly,positive
Mujhe lecture bilkul samajh nahi aaya...,negative
Class bohot boring thi but examples ache the,negative
Aaj ka lecture bahuut informative tha!,positive
Content theek tha par delivery slow thi honestly,neutral
Kal ki class bohot achi thi,positive
