processed_text,label,tokens,dominant_topic
teacher_EN ne_HI topic_EN properly_EN explain_EN nahi_HI kiya_HI thoda_HI slow_EN hona_HI chahiye_HI tha_EN,negative,"['teacher_en', 'ne_hi', 'topic_en', 'properly_en', 'explain_en', 'nahi_hi', 'kiya_hi', 'thoda_hi', 'slow_en', 'hona_hi', 'chahiye_hi', 'tha_en']",0
lecture_EN theek_HI tha_EN aur_HI examples_EN ho_HI sakte_HI,neutral,"['lecture_en', 'theek_hi', 'tha_en', 'aur_hi', 'examples_en', 'ho_hi', 'sakte_hi']",4
class_EN theek_HI thi_EN bas_EN thoda_HI lamba_HI tha_EN thoda_HI slow_EN hona_HI chahiye_HI tha_EN,neutral,"['class_en', 'theek_hi', 'thi_en', 'bas_en', 'thoda_hi', 'lamba_hi', 'tha_en', 'thoda_hi', 'slow_en', 'hona_hi', 'chahiye_hi', 'tha_en']",2
class_EN pace_EN bahut_HI fast_EN tha_EN,negative,"['class_en', 'pace_en', 'bahut_hi', 'fast_en', 'tha_en']",1
lecture_EN bilkul_HI samajh_HI nahi_HI aaya_HI,negative,"['lecture_en', 'bilkul_hi', 'samajh_hi', 'nahi_hi', 'aaya_hi']",4
topic_EN theek_HI tha_EN aur_HI clarity_EN chahiye_HI thi_EN,neutral,"['topic_en', 'theek_hi', 'tha_en', 'aur_hi', 'clarity_en', 'chahiye_hi', 'thi_en']",2
lecture_EN interesting_EN tha_EN aur_HI samajh_HI bhi_HI aaya_HI slides_EN achi_HI thi_EN,positive,"['lecture_en', 'interesting_en', 'tha_en', 'aur_hi', 'samajh_hi', 'bhi_hi', 'aaya_hi', 'slides_en', 'achi_hi', 'thi_en']",4
concept_EN samajh_HI aaya_HI par_EN pace_EN fast_EN tha_EN,neutral,"['concept_en', 'samajh_hi', 'aaya_hi', 'par_en', 'pace_en', 'fast_en', 'tha_en']",1
class_EN pace_EN bhot_HI fast_EN tha_EN,negative,"['class_en', 'pace_en', 'bhot_hi', 'fast_en', 'tha_en']",1
sir_EN teaching_EN style_EN bahut_HI accha_POS hai_EN,positive,"['sir_en', 'teaching_en', 'style_en', 'bahut_hi', 'accha_pos', 'hai_en']",4
lecture_EN interesting_EN tha_EN aur_HI samajh_HI bhi_HI aaya_HI overall_EN,positive,"['lecture_en', 'interesting_en', 'tha_en', 'aur_hi', 'samajh_hi', 'bhi_hi', 'aaya_hi', 'overall_en']",4
class_EN environment_EN accha_POS tha_EN,positive,"['class_en', 'environment_en', 'accha_pos', 'tha_en']",3
topic_EN theek_HI tha_EN aur_HI clarity_EN chahiye_HI thi_EN aur_HI thoda_HI detail_EN me_HI hona_HI chahiye_HI tha_EN,neutral,"['topic_en', 'theek_hi', 'tha_en', 'aur_hi', 'clarity_en', 'chahiye_hi', 'thi_en', 'aur_hi', 'thoda_hi', 'detail_en', 'me_hi', 'hona_hi', 'chahiye_hi', 'tha_en']",2
topic_EN bahut_HI ache_EN se_HI cover_EN kiya_HI gaya_HI according_EN me_HI,positive,"['topic_en', 'bahut_hi', 'ache_en', 'se_hi', 'cover_en', 'kiya_hi', 'gaya_hi', 'according_en', 'me_hi']",0
teacher_EN explanation_EN weak_EN tha_EN thoda_HI slow_EN hona_HI chahiye_HI tha_EN,negative,"['teacher_en', 'explanation_en', 'weak_en', 'tha_en', 'thoda_hi', 'slow_en', 'hona_hi', 'chahiye_hi', 'tha_en']",2
lecture_EN interesting_EN tha_EN aur_HI samajh_HI bhi_HI aaya_HI,positive,"['lecture_en', 'interesting_en', 'tha_en', 'aur_hi', 'samajh_hi', 'bhi_hi', 'aaya_hi']",4
lecture_EN confusing_EN tha_EN,negative,"['lecture_en', 'confusing_en', 'tha_en']",4
class_EN average_EN thi_EN,neutral,"['class_en', 'average_en', 'thi_en']",3
lecture_EN theek_HI tha_EN aur_HI examples_EN ho_HI sakte_HI honestly_EN,neutral,"['lecture_en', 'theek_hi', 'tha_en', 'aur_hi', 'examples_en', 'ho_hi', 'sakte_hi', 'honestly_en']",4
class_EN average_EN thi_EN,neutral,"['class_en', 'average_en', 'thi_en']",3
lecture_EN theek_HI tha_EN aur_HI examples_EN ho_HI sakte_HI,neutral,"['lecture_en', 'theek_hi', 'tha_en', 'aur_hi', 'examples_en', 'ho_hi', 'sakte_hi']",4
class_EN accha_POS thi_EN par_EN thodi_HI boring_EN bhi_HI,neutral,"['class_en', 'accha_pos', 'thi_en', 'par_en', 'thodi_hi', 'boring_en', 'bhi_hi']",3
sir_EN teaching_EN style_EN bahut_HI accha_POS hai_EN slides_EN achi_HI thi_EN,positive,"['sir_en', 'teaching_en', 'style_en', 'bahut_hi', 'accha_pos', 'hai_en', 'slides_en', 'achi_hi', 'thi_en']",4
lecture_EN manageable_EN tha_EN according_EN me_HI,neutral,"['lecture_en', 'manageable_en', 'tha_en', 'according_en', 'me_hi']",4
lecture_EN confusing_EN tha_EN slides_EN achi_HI thi_EN,negative,"['lecture_en', 'confusing_en', 'tha_en', 'slides_en', 'achi_hi', 'thi_en']",3
sir_EN teaching_EN style_EN good_EN hai_EN,positive,"['sir_en', 'teaching_en', 'style_en', 'good_en', 'hai_en']",4
class_EN engaging_EN thi_EN aur_HI boring_EN nahi_HI thi_EN slides_EN achi_HI thi_EN,positive,"['class_en', 'engaging_en', 'thi_en', 'aur_hi', 'boring_en', 'nahi_hi', 'thi_en', 'slides_en', 'achi_hi', 'thi_en']",3
discussion_EN session_EN kaafi_HI useful_EN tha_EN examples_EN ache_EN,positive,"['discussion_en', 'session_en', 'kaafi_hi', 'useful_en', 'tha_en', 'examples_en', 'ache_en']",2
lecture_EN interesting_EN tha_EN aur_HI samajh_HI bhi_HI aaya_HI overall_EN,positive,"['lecture_en', 'interesting_en', 'tha_en', 'aur_hi', 'samajh_hi', 'bhi_hi', 'aaya_hi', 'overall_en']",4
lecture_EN normal_EN tha_EN special_EN nahi_HI aur_HI thoda_HI detail_EN me_HI hona_HI chahiye_HI tha_EN,neutral,"['lecture_en', 'normal_en', 'tha_en', 'special_en', 'nahi_hi', 'aur_hi', 'thoda_hi', 'detail_en', 'me_hi', 'hona_hi', 'chahiye_hi', 'tha_en']",2
teacher_EN ne_HI topic_EN properly_EN explain_EN nahi_HI kiya_HI,negative,"['teacher_en', 'ne_hi', 'topic_en', 'properly_en', 'explain_en', 'nahi_hi', 'kiya_hi']",0
lecture_EN theek_HI tha_EN aur_HI examples_EN ho_HI sakte_HI slides_EN achi_HI thi_EN,neutral,"['lecture_en', 'theek_hi', 'tha_en', 'aur_hi', 'examples_en', 'ho_hi', 'sakte_hi', 'slides_en', 'achi_hi', 'thi_en']",4
lecture_EN manageable_EN tha_EN overall_EN,neutral,"['lecture_en', 'manageable_en', 'tha_en', 'overall_en']",4
lecture_EN bilkul_HI samajh_HI nahi_HI aaya_HI,negative,"['lecture_en', 'bilkul_hi', 'samajh_hi', 'nahi_hi', 'aaya_hi']",4
teacher_EN ne_HI topic_EN properly_EN explain_EN nahi_HI kiya_HI thoda_HI aur_HI practice_EN chahiye_HI,negative,"['teacher_en', 'ne_hi', 'topic_en', 'properly_en', 'explain_en', 'nahi_hi', 'kiya_hi', 'thoda_hi', 'aur_hi', 'practice_en', 'chahiye_hi']",0
lecture_EN confusing_EN tha_EN,negative,"['lecture_en', 'confusing_en', 'tha_en']",4
lecture_EN confusing_EN tha_EN,negative,"['lecture_en', 'confusing_en', 'tha_en']",4
lecture_EN bilkul_HI samajh_HI nahi_HI aaya_HI,negative,"['lecture_en', 'bilkul_hi', 'samajh_hi', 'nahi_hi', 'aaya_hi']",4
lecture_EN theek_HI tha_EN aur_HI examples_EN ho_HI sakte_HI,neutral,"['lecture_en', 'theek_hi', 'tha_en', 'aur_hi', 'examples_en', 'ho_hi', 'sakte_hi']",4
lecture_EN confusing_EN tha_EN,negative,"['lecture_en', 'confusing_en', 'tha_en']",4
topic_EN bahut_HI ache_EN se_HI cover_EN kiya_HI gaya_HI examples_EN ache_EN,positive,"['topic_en', 'bahut_hi', 'ache_en', 'se_hi', 'cover_en', 'kiya_hi', 'gaya_hi', 'examples_en', 'ache_en']",0
class_EN environment_EN bahut_HI achha_POS tha_EN thoda_HI slow_EN hona_HI chahiye_HI tha_EN,positive,"['class_en', 'environment_en', 'bahut_hi', 'achha_pos', 'tha_en', 'thoda_hi', 'slow_en', 'hona_hi', 'chahiye_hi', 'tha_en']",2
teacher_EN ne_HI concept_EN bhot_HI clearly_EN samjhaya_HI,positive,"['teacher_en', 'ne_hi', 'concept_en', 'bhot_hi', 'clearly_en', 'samjhaya_hi']",2
class_EN achi_HI thi_EN par_EN thodi_HI boring_EN bhi_HI examples_EN ache_EN,neutral,"['class_en', 'achi_hi', 'thi_en', 'par_en', 'thodi_hi', 'boring_en', 'bhi_hi', 'examples_en', 'ache_en']",3
class_EN environment_EN bahut_HI achha_POS tha_EN honestly_EN,positive,"['class_en', 'environment_en', 'bahut_hi', 'achha_pos', 'tha_en', 'honestly_en']",3
kal_EN class_EN accha_POS thi_EN,positive,"['kal_en', 'class_en', 'accha_pos', 'thi_en']",3
class_EN achi_HI thi_EN par_EN thodi_HI boring_EN bhi_HI aur_HI thoda_HI detail_EN me_HI hona_HI chahiye_HI tha_EN,neutral,"['class_en', 'achi_hi', 'thi_en', 'par_en', 'thodi_hi', 'boring_en', 'bhi_hi', 'aur_hi', 'thoda_hi', 'detail_en', 'me_hi', 'hona_hi', 'chahiye_hi', 'tha_en']",3
lecture_EN normal_EN tha_EN special_EN nahi_HI,neutral,"['lecture_en', 'normal_en', 'tha_en', 'special_en', 'nahi_hi']",4
class_EN achaah_HI thi_EN par_EN thodi_HI boring_EN bhi_HI,neutral,"['class_en', 'achaah_hi', 'thi_en', 'par_en', 'thodi_hi', 'boring_en', 'bhi_hi']",3
kal_EN class_EN achaah_HI thi_EN,positive,"['kal_en', 'class_en', 'achaah_hi', 'thi_en']",3
teacher_EN ne_HI concept_EN bahut_HI clearly_EN samjhaya_HI thoda_HI slow_EN hona_HI chahiye_HI tha_EN,positive,"['teacher_en', 'ne_hi', 'concept_en', 'bahut_hi', 'clearly_en', 'samjhaya_hi', 'thoda_hi', 'slow_en', 'hona_hi', 'chahiye_hi', 'tha_en']",2
lecture_EN bilkul_HI samajh_HI nahi_HI aaya_HI,negative,"['lecture_en', 'bilkul_hi', 'samajh_hi', 'nahi_hi', 'aaya_hi']",4
lecture_EN normal_EN tha_EN special_EN nahi_HI overall_EN,neutral,"['lecture_en', 'normal_en', 'tha_en', 'special_en', 'nahi_hi', 'overall_en']",4
lecture_EN confusing_EN tha_EN,negative,"['lecture_en', 'confusing_en', 'tha_en']",4
topic_EN theek_HI tha_EN aur_HI clarity_EN chahiye_HI thi_EN thoda_HI aur_HI practice_EN chahiye_HI,neutral,"['topic_en', 'theek_hi', 'tha_en', 'aur_hi', 'clarity_en', 'chahiye_hi', 'thi_en', 'thoda_hi', 'aur_hi', 'practice_en', 'chahiye_hi']",2
class_EN achi_HI thi_EN par_EN thodi_HI boring_EN bhi_HI,neutral,"['class_en', 'achi_hi', 'thi_en', 'par_en', 'thodi_hi', 'boring_en', 'bhi_hi']",3
lecture_EN normal_EN tha_EN special_EN nahi_HI,neutral,"['lecture_en', 'normal_en', 'tha_en', 'special_en', 'nahi_hi']",4
class_EN achi_HI thi_EN par_EN thodi_HI boring_EN bhi_HI thoda_HI slow_EN hona_HI chahiye_HI tha_EN,neutral,"['class_en', 'achi_hi', 'thi_en', 'par_en', 'thodi_hi', 'boring_en', 'bhi_hi', 'thoda_hi', 'slow_en', 'hona_hi', 'chahiye_hi', 'tha_en']",3
class_EN average_EN thi_EN,neutral,"['class_en', 'average_en', 'thi_en']",3
kal_EN class_EN accha_POS thi_EN,positive,"['kal_en', 'class_en', 'accha_pos', 'thi_en']",3
lecture_EN theek_HI tha_EN aur_HI examples_EN ho_HI sakte_HI,neutral,"['lecture_en', 'theek_hi', 'tha_en', 'aur_hi', 'examples_en', 'ho_hi', 'sakte_hi']",4
class_EN pace_EN bahut_HI fast_EN tha_EN,negative,"['class_en', 'pace_en', 'bahut_hi', 'fast_en', 'tha_en']",1
lecture_EN bilkul_HI samajh_HI nahi_HI aaya_HI,negative,"['lecture_en', 'bilkul_hi', 'samajh_hi', 'nahi_hi', 'aaya_hi']",4
teacher_EN ne_HI topic_EN properly_EN explain_EN nahi_HI kiya_HI,negative,"['teacher_en', 'ne_hi', 'topic_en', 'properly_en', 'explain_en', 'nahi_hi', 'kiya_hi']",0
sir_EN teaching_EN style_EN good_EN hai_EN,positive,"['sir_en', 'teaching_en', 'style_en', 'good_en', 'hai_en']",4
sir_EN teaching_EN style_EN gud_HI hai_EN,positive,"['sir_en', 'teaching_en', 'style_en', 'gud_hi', 'hai_en']",4
class_EN boring_EN thi_EN,negative,"['class_en', 'boring_en', 'thi_en']",3
notes_EN aur_HI explanation_EN dono_HI helpful_EN slides_EN achi_HI thi_EN,positive,"['notes_en', 'aur_hi', 'explanation_en', 'dono_hi', 'helpful_en', 'slides_en', 'achi_hi', 'thi_en']",1
class_EN pace_EN bahut_HI fast_EN tha_EN thoda_HI aur_HI practice_EN chahiye_HI,negative,"['class_en', 'pace_en', 'bahut_hi', 'fast_en', 'tha_en', 'thoda_hi', 'aur_hi', 'practice_en', 'chahiye_hi']",2
content_EN theek_HI tha_EN par_EN delivery_EN slow_EN thi_EN honestly_EN,neutral,"['content_en', 'theek_hi', 'tha_en', 'par_en', 'delivery_en', 'slow_en', 'thi_en', 'honestly_en']",1
session_EN okay_EN tha_EN overall_EN,neutral,"['session_en', 'okay_en', 'tha_en', 'overall_en']",0
class_EN achha_POS thi_EN par_EN thodi_HI borin_HI bhi_HI,neutral,"['class_en', 'achha_pos', 'thi_en', 'par_en', 'thodi_hi', 'borin_hi', 'bhi_hi']",3
lecture_EN time_EN waste_EN jaisa_HI laga_HI aur_HI thoda_HI detail_EN me_HI hona_HI chahiye_HI tha_EN,negative,"['lecture_en', 'time_en', 'waste_en', 'jaisa_hi', 'laga_hi', 'aur_hi', 'thoda_hi', 'detail_en', 'me_hi', 'hona_hi', 'chahiye_hi', 'tha_en']",4
lecture_EN bilkul_HI samajh_HI nahi_HI aaya_HI,negative,"['lecture_en', 'bilkul_hi', 'samajh_hi', 'nahi_hi', 'aaya_hi']",4
aaj_HI lecture_EN bahut_HI informative_EN tha_EN slides_EN achi_HI thi_EN,positive,"['aaj_hi', 'lecture_en', 'bahut_hi', 'informative_en', 'tha_en', 'slides_en', 'achi_hi', 'thi_en']",4
class_EN average_EN thi_EN,neutral,"['class_en', 'average_en', 'thi_en']",3
concept_EN samajh_HI aaya_HI par_EN pace_EN fast_EN tha_EN honestly_EN,neutral,"['concept_en', 'samajh_hi', 'aaya_hi', 'par_en', 'pace_en', 'fast_en', 'tha_en', 'honestly_en']",1
class_EN acha_POS thi_EN par_EN thodi_HI boring_EN bhi_HI,neutral,"['class_en', 'acha_pos', 'thi_en', 'par_en', 'thodi_hi', 'boring_en', 'bhi_hi']",3
class_EN borin_HI thi_EN,negative,"['class_en', 'borin_hi', 'thi_en']",3
lecture_EN interesting_EN tha_EN aur_HI samajh_HI bhi_HI aaya_HI,positive,"['lecture_en', 'interesting_en', 'tha_en', 'aur_hi', 'samajh_hi', 'bhi_hi', 'aaya_hi']",4
kal_EN class_EN achaah_HI thi_EN,positive,"['kal_en', 'class_en', 'achaah_hi', 'thi_en']",3
teacher_EN ne_HI topic_EN properly_EN explain_EN nahi_HI kiya_HI slides_EN achi_HI thi_EN,negative,"['teacher_en', 'ne_hi', 'topic_en', 'properly_en', 'explain_en', 'nahi_hi', 'kiya_hi', 'slides_en', 'achi_hi', 'thi_en']",0
lecture_EN confusing_EN tha_EN,negative,"['lecture_en', 'confusing_en', 'tha_en']",4
notes_EN aur_HI explanation_EN dono_HI helpful_EN overall_EN,positive,"['notes_en', 'aur_hi', 'explanation_en', 'dono_hi', 'helpful_en', 'overall_en']",1
session_EN okay_EN tha_EN overall_EN,neutral,"['session_en', 'okay_en', 'tha_en', 'overall_en']",0
class_EN boring_EN thi_EN,negative,"['class_en', 'boring_en', 'thi_en']",3
lecture_EN manageable_EN tha_EN,neutral,"['lecture_en', 'manageable_en', 'tha_en']",4
lecture_EN theek_HI tha_EN aur_HI examples_EN ho_HI sakte_HI,neutral,"['lecture_en', 'theek_hi', 'tha_en', 'aur_hi', 'examples_en', 'ho_hi', 'sakte_hi']",4
lecture_EN bilkul_HI samajh_HI nahi_HI aaya_HI,negative,"['lecture_en', 'bilkul_hi', 'samajh_hi', 'nahi_hi', 'aaya_hi']",4
class_EN boring_EN thi_EN,negative,"['class_en', 'boring_en', 'thi_en']",3
teacher_EN ne_HI concept_EN bahut_HI clearly_EN samjhaya_HI examples_EN ache_EN,positive,"['teacher_en', 'ne_hi', 'concept_en', 'bahut_hi', 'clearly_en', 'samjhaya_hi', 'examples_en', 'ache_en']",2
class_EN theek_HI thi_EN bas_EN thoda_HI lamba_HI tha_EN,neutral,"['class_en', 'theek_hi', 'thi_en', 'bas_en', 'thoda_hi', 'lamba_hi', 'tha_en']",2
class_EN theek_HI thi_EN bas_EN thoda_HI lamba_HI tha_EN aur_HI thoda_HI detail_EN me_HI hona_HI chahiye_HI tha_EN,neutral,"['class_en', 'theek_hi', 'thi_en', 'bas_en', 'thoda_hi', 'lamba_hi', 'tha_en', 'aur_hi', 'thoda_hi', 'detail_en', 'me_hi', 'hona_hi', 'chahiye_hi', 'tha_en']",2
lecture_EN normal_EN tha_EN special_EN nahi_HI examples_EN ache_EN,neutral,"['lecture_en', 'normal_en', 'tha_en', 'special_en', 'nahi_hi', 'examples_en', 'ache_en']",4
class_EN pace_EN bohut_HI fast_EN tha_EN,negative,"['class_en', 'pace_en', 'bohut_hi', 'fast_en', 'tha_en']",1
lecture_EN interesting_EN tha_EN aur_HI samajh_HI bhi_HI aaya_HI according_EN me_HI,positive,"['lecture_en', 'interesting_en', 'tha_en', 'aur_hi', 'samajh_hi', 'bhi_hi', 'aaya_hi', 'according_en', 'me_hi']",4
sir_EN teaching_EN style_EN bahut_HI accha_POS hai_EN,positive,"['sir_en', 'teaching_en', 'style_en', 'bahut_hi', 'accha_pos', 'hai_en']",4
lecture_EN normal_EN tha_EN special_EN nahi_HI,neutral,"['lecture_en', 'normal_en', 'tha_en', 'special_en', 'nahi_hi']",4
class_EN environment_EN bahut_HI achha_POS tha_EN examples_EN ache_EN,positive,"['class_en', 'environment_en', 'bahut_hi', 'achha_pos', 'tha_en', 'examples_en', 'ache_en']",3
lecture_EN theek_HI tha_EN aur_HI examples_EN ho_HI sakte_HI slides_EN achi_HI thi_EN,neutral,"['lecture_en', 'theek_hi', 'tha_en', 'aur_hi', 'examples_en', 'ho_hi', 'sakte_hi', 'slides_en', 'achi_hi', 'thi_en']",4
class_EN achha_POS thi_EN par_EN thodi_HI boring_EN bhi_HI,neutral,"['class_en', 'achha_pos', 'thi_en', 'par_en', 'thodi_hi', 'boring_en', 'bhi_hi']",3
lecture_EN bilkul_HI samajh_HI nahi_HI aaya_HI,negative,"['lecture_en', 'bilkul_hi', 'samajh_hi', 'nahi_hi', 'aaya_hi']",4
lecture_EN time_EN waste_EN jaisa_HI laga_HI slides_EN achi_HI thi_EN,negative,"['lecture_en', 'time_en', 'waste_en', 'jaisa_hi', 'laga_hi', 'slides_en', 'achi_hi', 'thi_en']",4
lecture_EN interesting_EN tha_EN aur_HI samajh_HI bhi_HI aaya_HI according_EN me_HI,positive,"['lecture_en', 'interesting_en', 'tha_en', 'aur_hi', 'samajh_hi', 'bhi_hi', 'aaya_hi', 'according_en', 'me_hi']",4
class_EN me_HI interest_EN nahi_HI aaya_HI slides_EN achi_HI thi_EN,negative,"['class_en', 'me_hi', 'interest_en', 'nahi_hi', 'aaya_hi', 'slides_en', 'achi_hi', 'thi_en']",3
topic_EN bahut_HI poorly_EN explain_EN hua_EN thoda_HI aur_HI practice_EN chahiye_HI,negative,"['topic_en', 'bahut_hi', 'poorly_en', 'explain_en', 'hua_en', 'thoda_hi', 'aur_hi', 'practice_en', 'chahiye_hi']",2
teacher_EN ne_HI concept_EN bahuut_HI clearly_EN samjhaya_HI,positive,"['teacher_en', 'ne_hi', 'concept_en', 'bahuut_hi', 'clearly_en', 'samjhaya_hi']",2
class_EN average_EN thi_EN,neutral,"['class_en', 'average_en', 'thi_en']",3
aaj_HI lecture_EN bahut_HI informative_EN tha_EN examples_EN ache_EN,positive,"['aaj_hi', 'lecture_en', 'bahut_hi', 'informative_en', 'tha_en', 'examples_en', 'ache_en']",4
teacher_EN ne_HI topic_EN properly_EN explain_EN nahi_HI kiya_HI examples_EN ache_EN,negative,"['teacher_en', 'ne_hi', 'topic_en', 'properly_en', 'explain_en', 'nahi_hi', 'kiya_hi', 'examples_en', 'ache_en']",0
lecture_EN interesting_EN tha_EN aur_HI samajh_HI bhi_HI aaya_HI,positive,"['lecture_en', 'interesting_en', 'tha_en', 'aur_hi', 'samajh_hi', 'bhi_hi', 'aaya_hi']",4
class_EN theek_HI thi_EN bas_EN thoda_HI lamba_HI tha_EN according_EN me_HI,neutral,"['class_en', 'theek_hi', 'thi_en', 'bas_en', 'thoda_hi', 'lamba_hi', 'tha_en', 'according_en', 'me_hi']",2
kal_EN class_EN achha_POS thi_EN,positive,"['kal_en', 'class_en', 'achha_pos', 'thi_en']",3
lecture_EN interesting_EN tha_EN aur_HI samajh_HI bhi_HI aaya_HI,positive,"['lecture_en', 'interesting_en', 'tha_en', 'aur_hi', 'samajh_hi', 'bhi_hi', 'aaya_hi']",4
class_EN accha_POS thi_EN par_EN thodi_HI borin_HI bhi_HI,neutral,"['class_en', 'accha_pos', 'thi_en', 'par_en', 'thodi_hi', 'borin_hi', 'bhi_hi']",3
lecture_EN theek_HI tha_EN aur_HI examples_EN ho_HI sakte_HI according_EN me_HI,neutral,"['lecture_en', 'theek_hi', 'tha_en', 'aur_hi', 'examples_en', 'ho_hi', 'sakte_hi', 'according_en', 'me_hi']",4
lecture_EN normal_EN tha_EN special_EN nahi_HI,neutral,"['lecture_en', 'normal_en', 'tha_en', 'special_en', 'nahi_hi']",4
class_EN pace_EN bahuut_HI fast_EN tha_EN,negative,"['class_en', 'pace_en', 'bahuut_hi', 'fast_en', 'tha_en']",1
session_EN okay_EN tha_EN thoda_HI slow_EN hona_HI chahiye_HI tha_EN,neutral,"['session_en', 'okay_en', 'tha_en', 'thoda_hi', 'slow_en', 'hona_hi', 'chahiye_hi', 'tha_en']",2
teacher_EN ne_HI concept_EN bahut_HI clearly_EN samjhaya_HI,positive,"['teacher_en', 'ne_hi', 'concept_en', 'bahut_hi', 'clearly_en', 'samjhaya_hi']",2
class_EN environment_EN acha_POS tha_EN,positive,"['class_en', 'environment_en', 'acha_pos', 'tha_en']",3
lecture_EN bilkul_HI samajh_HI nahi_HI aaya_HI examples_EN ache_EN,negative,"['lecture_en', 'bilkul_hi', 'samajh_hi', 'nahi_hi', 'aaya_hi', 'examples_en', 'ache_en']",4
lecture_EN confusing_EN tha_EN,negative,"['lecture_en', 'confusing_en', 'tha_en']",4
teacher_EN ne_HI concept_EN bahut_HI clearly_EN samjhaya_HI,positive,"['teacher_en', 'ne_hi', 'concept_en', 'bahut_hi', 'clearly_en', 'samjhaya_hi']",2
lecture_EN bilkul_HI samajh_HI nahi_HI aaya_HI honestly_EN,negative,"['lecture_en', 'bilkul_hi', 'samajh_hi', 'nahi_hi', 'aaya_hi', 'honestly_en']",4
lecture_EN normal_EN tha_EN special_EN nahi_HI according_EN me_HI,neutral,"['lecture_en', 'normal_en', 'tha_en', 'special_en', 'nahi_hi', 'according_en', 'me_hi']",4
teacher_EN ne_HI topic_EN properly_EN explain_EN nahi_HI kiya_HI,negative,"['teacher_en', 'ne_hi', 'topic_en', 'properly_en', 'explain_en', 'nahi_hi', 'kiya_hi']",0
concept_EN samajh_HI aaya_HI par_EN pace_EN fast_EN tha_EN,neutral,"['concept_en', 'samajh_hi', 'aaya_hi', 'par_en', 'pace_en', 'fast_en', 'tha_en']",1
kal_EN class_EN acha_POS thi_EN,positive,"['kal_en', 'class_en', 'acha_pos', 'thi_en']",3
lecture_EN confusing_EN tha_EN examples_EN ache_EN,negative,"['lecture_en', 'confusing_en', 'tha_en', 'examples_en', 'ache_en']",4
lecture_EN normal_EN tha_EN special_EN nahi_HI,neutral,"['lecture_en', 'normal_en', 'tha_en', 'special_en', 'nahi_hi']",4
class_EN average_EN thi_EN,neutral,"['class_en', 'average_en', 'thi_en']",3
class_EN bhot_HI boring_EN thi_EN,negative,"['class_en', 'bhot_hi', 'boring_en', 'thi_en']",3
class_EN average_EN thi_EN according_EN me_HI,neutral,"['class_en', 'average_en', 'thi_en', 'according_en', 'me_hi']",3
class_EN average_EN thi_EN,neutral,"['class_en', 'average_en', 'thi_en']",3
lecture_EN interesting_EN tha_EN aur_HI samajh_HI bhi_HI aaya_HI,positive,"['lecture_en', 'interesting_en', 'tha_en', 'aur_hi', 'samajh_hi', 'bhi_hi', 'aaya_hi']",4
discussion_EN session_EN kaafi_HI useful_EN tha_EN according_EN me_HI,positive,"['discussion_en', 'session_en', 'kaafi_hi', 'useful_en', 'tha_en', 'according_en', 'me_hi']",2
class_EN achi_HI thi_EN par_EN thodi_HI boring_EN bhi_HI thoda_HI slow_EN hona_HI chahiye_HI tha_EN,neutral,"['class_en', 'achi_hi', 'thi_en', 'par_en', 'thodi_hi', 'boring_en', 'bhi_hi', 'thoda_hi', 'slow_en', 'hona_hi', 'chahiye_hi', 'tha_en']",3
lecture_EN bilkul_HI samajh_HI nahi_HI aaya_HI,negative,"['lecture_en', 'bilkul_hi', 'samajh_hi', 'nahi_hi', 'aaya_hi']",4
lecture_EN manageable_EN tha_EN aur_HI thoda_HI detail_EN me_HI hona_HI chahiye_HI tha_EN,neutral,"['lecture_en', 'manageable_en', 'tha_en', 'aur_hi', 'thoda_hi', 'detail_en', 'me_hi', 'hona_hi', 'chahiye_hi', 'tha_en']",2
class_EN achi_HI thi_EN par_EN thodi_HI boring_EN bhi_HI slides_EN achi_HI thi_EN,neutral,"['class_en', 'achi_hi', 'thi_en', 'par_en', 'thodi_hi', 'boring_en', 'bhi_hi', 'slides_en', 'achi_hi', 'thi_en']",3
notes_EN aur_HI explanation_EN dono_HI helpful_EN examples_EN ache_EN,positive,"['notes_en', 'aur_hi', 'explanation_en', 'dono_hi', 'helpful_en', 'examples_en', 'ache_en']",1
teacher_EN ne_HI concept_EN bhot_HI clearly_EN samjhaya_HI,positive,"['teacher_en', 'ne_hi', 'concept_en', 'bhot_hi', 'clearly_en', 'samjhaya_hi']",2
lecture_EN theek_HI tha_EN aur_HI examples_EN ho_HI sakte_HI,neutral,"['lecture_en', 'theek_hi', 'tha_en', 'aur_hi', 'examples_en', 'ho_hi', 'sakte_hi']",4
lecture_EN normal_EN tha_EN special_EN nahi_HI,neutral,"['lecture_en', 'normal_en', 'tha_en', 'special_en', 'nahi_hi']",4
content_EN theek_HI tha_EN par_EN delivery_EN slow_EN thi_EN according_EN me_HI,neutral,"['content_en', 'theek_hi', 'tha_en', 'par_en', 'delivery_en', 'slow_en', 'thi_en', 'according_en', 'me_hi']",1
class_EN pace_EN bohut_HI fast_EN tha_EN,negative,"['class_en', 'pace_en', 'bohut_hi', 'fast_en', 'tha_en']",1
class_EN environment_EN bahut_HI achha_POS tha_EN aur_HI thoda_HI detail_EN me_HI hona_HI chahiye_HI tha_EN,positive,"['class_en', 'environment_en', 'bahut_hi', 'achha_pos', 'tha_en', 'aur_hi', 'thoda_hi', 'detail_en', 'me_hi', 'hona_hi', 'chahiye_hi', 'tha_en']",2
class_EN pace_EN bhot_HI fast_EN tha_EN,negative,"['class_en', 'pace_en', 'bhot_hi', 'fast_en', 'tha_en']",1
